epoch,learning_rate_gen,learning_rate_disc,generator_loss,discriminator_loss,validation_psnr,validation_ssim,discriminator_eo_real_score,discriminator_eo_fake_score
1,0.0002,0.0001,6.8224571199498625,0.373149262343207,18.133893966674805,0.44462472200393677,0.6412103114983975,0.3597260499611879
2,0.0001998629534754574,9.99314767377287e-05,5.05811707688193,0.23850844494807413,19.038619995117188,0.4513199031352997,0.6619580912793803,0.3336652445996928
3,0.00019945218953682734,9.972609476841367e-05,4.379319687174935,0.2276146538937703,19.466758728027344,0.4628935158252716,0.6683453942975427,0.3347769028101212
4,0.00019876883405951377,9.938441702975689e-05,4.128659483713982,0.2094794363101833,19.397445678710938,0.46913039684295654,0.6753628722622863,0.33078231159438437
5,0.00019781476007338058,9.890738003669029e-05,4.019538124402364,0.19728162992968518,19.778282165527344,0.44555574655532837,0.6849167000534188,0.32172778121426576
6,0.00019659258262890683,9.829629131445342e-05,3.963716468240461,0.18877658531324476,20.599416732788086,0.4786454737186432,0.6723872779780983,0.3223358667813815
7,0.00019510565162951537,9.755282581475769e-05,3.888001778186896,0.180300104790009,20.787050247192383,0.5208274126052856,0.6765940087473291,0.3228768894815037
8,0.00019335804264972018,9.667902132486009e-05,3.8720592168661265,0.17131607699343282,19.42546272277832,0.4483211040496826,0.6777072482638888,0.31665616157727366
9,0.0001913545457642601,9.567727288213005e-05,3.7300800329599624,0.17342993496065465,20.784194946289062,0.5056062340736389,0.6689974793002137,0.3283879451262645
10,0.0001891006524188368,9.45503262094184e-05,3.8007253989195213,0.15897439770464206,20.397558212280273,0.5291192531585693,0.6828717614850427,0.31509973248864853
11,0.00018660254037844388,9.330127018922194e-05,3.7588848364658847,0.15514599043143612,20.335662841796875,0.4457137882709503,0.6820840428018162,0.3216042722392286
12,0.00018386705679454242,9.193352839727121e-05,3.8302218751010733,0.13784989635022277,19.745594024658203,0.45359137654304504,0.6841863648504274,0.29674925355829745
13,0.00018090169943749476,9.045084971874738e-05,3.601777039022527,0.1450134829705597,19.057003021240234,0.4385429918766022,0.6728192190838675,0.32112330249232107
14,0.0001777145961456971,8.885729807284856e-05,3.66805212212424,0.14064796885045674,20.82823371887207,0.47172752022743225,0.6847873263888888,0.3118232661842281
15,0.00017431448254773944,8.715724127386972e-05,3.8499825010951767,0.1136096200436099,20.447750091552734,0.4664575457572937,0.7160467164129274,0.2849019368489583
16,0.00017071067811865476,8.535533905932738e-05,3.5362345724024324,0.11940364907376277,18.8771915435791,0.4076266884803772,0.6935315254407052,0.30812816130809295
17,0.00016691306063588583,8.345653031794292e-05,3.4701587410054655,0.12080404630456215,20.371055603027344,0.47611403465270996,0.6903274405715812,0.3107461521768162
18,0.00016293203910498376,8.146601955249188e-05,3.3476939017956076,0.12353694311573975,19.355958938598633,0.4457342326641083,0.6930912376469017,0.31430497128739315
19,0.00015877852522924732,7.938926261462366e-05,3.5074050538560266,0.11342118771221393,19.520549774169922,0.4484928548336029,0.7036737947382479,0.30216953897068644
20,0.00015446390350150273,7.723195175075136e-05,3.2955646922445703,0.11104524415782374,18.496030807495117,0.4708857536315918,0.6881030482104701,0.3063891810229701
21,0.00015000000000000001,7.500000000000001e-05,3.277829025545691,0.11386986844177939,20.301401138305664,0.4704829156398773,0.6929295205662394,0.3057044917701656
22,0.00014539904997395468,7.269952498697734e-05,3.314018821104979,0.10782027317800073,20.77924346923828,0.4852290451526642,0.7012094350961539,0.30304815830328524
